dep;jour;n_dose1;n_complet;n_rappel;n_cum_dose1;n_cum_complet;n_cum_rappel;couv_dose1;couv_complet;couv_rappel
01;2020-12-27;0;0;0;0;0;0;0.0;0.0;0.0
01;2020-12-28;0;0;0;0;0;0;0.0;0.0;0.0
01;2020-12-29;0;0;0;0;0;0;0.0;0.0;0.0
01;2020-12-30;0;0;0;0;0;0;0.0;0.0;0.0
01;2020-12-31;0;0;0;0;0;0;0.0;0.0;0.0
01;2021-01-01;0;0;0;0;0;0;0.0;0.0;0.0
01;2021-01-02;0;0;0;0;0;0;0.0;0.0;0.0
01;2021-01-03;0;0;0;0;0;0;0.0;0.0;0.0
01;2021-01-04;0;0;0;0;0;0;0.0;0.0;0.0
01;2021-01-05;11;2;0;11;2;0;0.0;0.0;0.0
01;2021-01-06;21;0;0;32;2;0;0.0;0.0;0.0
01;2021-01-07;113;0;0;145;2;0;0.0;0.0;0.0
01;2021-01-08;234;0;0;379;2;0;0.1;0.0;0.0
01;2021-01-09;30;1;0;409;3;0;0.1;0.0;0.0
01;2021-01-10;0;0;0;409;3;0;0.1;0.0;0.0
01;2021-01-11;224;0;0;633;3;0;0.1;0.0;0.0
01;2021-01-12;408;1;0;1041;4;0;0.2;0.0;0.0
01;2021-01-13;535;1;0;1576;5;0;0.3;0.0;0.0
01;2021-01-14;639;6;0;2215;11;0;0.4;0.0;0.0
01;2021-01-15;536;4;0;2751;15;0;0.5;0.0;0.0
01;2021-01-16;222;0;0;2973;15;0;0.5;0.0;0.0
01;2021-01-17;127;0;0;3100;15;0;0.6;0.0;0.0
01;2021-01-18;529;5;0;3629;20;0;0.7;0.0;0.0
01;2021-01-19;1103;3;0;4732;23;0;0.9;0.0;0.0
01;2021-01-20;1349;4;0;6081;27;0;1.1;0.0;0.0
01;2021-01-21;1225;8;0;7306;35;0;1.3;0.0;0.0
01;2021-01-22;828;3;0;8134;38;0;1.5;0.0;0.0
01;2021-01-23;283;2;0;8417;40;0;1.5;0.0;0.0
01;2021-01-24;72;1;0;8489;41;0;1.5;0.0;0.0
01;2021-01-25;636;2;0;9125;43;0;1.6;0.0;0.0
01;2021-01-26;814;5;0;9939;48;0;1.8;0.0;0.0
01;2021-01-27;664;15;0;10603;63;0;1.9;0.0;0.0
01;2021-01-28;754;81;0;11357;144;0;2.0;0.0;0.0
01;2021-01-29;690;140;0;12047;284;0;2.2;0.1;0.0
01;2021-01-30;229;14;0;12276;298;0;2.2;0.1;0.0
01;2021-01-31;57;0;0;12333;298;0;2.2;0.1;0.0
01;2021-02-01;522;130;0;12855;428;0;2.3;0.1;0.0
01;2021-02-02;528;230;0;13383;658;0;2.4;0.1;0.0
01;2021-02-03;450;325;0;13833;983;0;2.5;0.2;0.0
01;2021-02-04;548;484;0;14381;1467;0;2.6;0.3;0.0
01;2021-02-05;471;337;0;14852;1804;0;2.7;0.3;0.0
01;2021-02-06;266;139;0;15118;1943;0;2.7;0.3;0.0
01;2021-02-07;6;103;0;15124;2046;0;2.7;0.4;0.0
01;2021-02-08;556;469;0;15680;2515;0;2.8;0.5;0.0
01;2021-02-09;810;907;0;16490;3422;0;3.0;0.6;0.0
01;2021-02-10;889;766;0;17379;4188;0;3.1;0.8;0.0
01;2021-02-11;852;884;0;18231;5072;0;3.3;0.9;0.0
01;2021-02-12;701;608;0;18932;5680;0;3.4;1.0;0.0
01;2021-02-13;201;175;0;19133;5855;0;3.4;1.1;0.0
01;2021-02-14;6;12;0;19139;5867;0;3.4;1.1;0.0
01;2021-02-15;447;534;0;19586;6401;0;3.5;1.2;0.0
01;2021-02-16;656;498;0;20242;6899;0;3.6;1.2;0.0
01;2021-02-17;534;390;0;20776;7289;0;3.7;1.3;0.0
01;2021-02-18;610;638;0;21386;7927;0;3.8;1.4;0.0
01;2021-02-19;601;332;0;21987;8259;0;4.0;1.5;0.0
01;2021-02-20;170;136;0;22157;8395;0;4.0;1.5;0.0
01;2021-02-21;2;0;0;22159;8395;0;4.0;1.5;0.0
01;2021-02-22;462;639;0;22621;9034;0;4.1;1.6;0.0
01;2021-02-23;484;669;0;23105;9703;0;4.2;1.7;0.0
01;2021-02-24;448;534;0;23553;10237;0;4.2;1.8;0.0
01;2021-02-25;838;695;0;24391;10932;0;4.4;2.0;0.0
01;2021-02-26;970;591;0;25361;11523;0;4.6;2.1;0.0
01;2021-02-27;449;111;0;25810;11634;0;4.6;2.1;0.0
01;2021-02-28;29;8;0;25839;11642;0;4.6;2.1;0.0
01;2021-03-01;651;505;0;26490;12147;0;4.8;2.2;0.0
01;2021-03-02;1065;590;0;27555;12737;0;5.0;2.3;0.0
01;2021-03-03;1070;673;0;28625;13410;0;5.2;2.4;0.0
01;2021-03-04;1380;664;0;30005;14074;0;5.4;2.5;0.0
01;2021-03-05;1517;548;0;31522;14622;0;5.7;2.6;0.0
01;2021-03-06;874;118;0;32396;14740;0;5.8;2.7;0.0
01;2021-03-07;97;3;0;32493;14743;0;5.8;2.7;0.0
01;2021-03-08;846;729;0;33339;15472;0;6.0;2.8;0.0
01;2021-03-09;1517;655;0;34856;16127;0;6.3;2.9;0.0
01;2021-03-10;1316;632;0;36172;16759;0;6.5;3.0;0.0
01;2021-03-11;1919;720;0;38091;17479;0;6.9;3.1;0.0
01;2021-03-12;2331;749;0;40422;18228;0;7.3;3.3;0.0
01;2021-03-13;1683;97;0;42105;18325;0;7.6;3.3;0.0
01;2021-03-14;280;59;0;42385;18384;0;7.6;3.3;0.0
01;2021-03-15;1278;474;0;43663;18858;0;7.9;3.4;0.0
01;2021-03-16;1224;560;0;44887;19418;0;8.1;3.5;0.0
01;2021-03-17;1111;361;0;45998;19779;0;8.3;3.6;0.0
01;2021-03-18;1491;552;0;47489;20331;0;8.5;3.7;0.0
01;2021-03-19;1891;580;0;49380;20911;0;8.9;3.8;0.0
01;2021-03-20;1448;108;0;50828;21019;0;9.1;3.8;0.0
01;2021-03-21;148;12;0;50976;21031;0;9.2;3.8;0.0
01;2021-03-22;1639;535;0;52615;21566;0;9.5;3.9;0.0
01;2021-03-23;2324;657;0;54939;22223;0;9.9;4.0;0.0
01;2021-03-24;1734;487;0;56673;22710;0;10.2;4.1;0.0
01;2021-03-25;3015;660;0;59688;23370;0;10.7;4.2;0.0
01;2021-03-26;3035;590;0;62723;23960;0;11.3;4.3;0.0
01;2021-03-27;1345;144;0;64068;24104;0;11.5;4.3;0.0
01;2021-03-28;79;9;0;64147;24113;0;11.5;4.3;0.0
01;2021-03-29;1932;650;0;66079;24763;0;11.9;4.5;0.0
01;2021-03-30;2539;831;0;68618;25594;0;12.3;4.6;0.0
01;2021-03-31;1970;808;0;70588;26402;0;12.7;4.8;0.0
01;2021-04-01;2722;946;0;73310;27348;0;13.2;4.9;0.0
01;2021-04-02;2921;834;0;76231;28182;0;13.7;5.1;0.0
01;2021-04-03;1357;214;0;77588;28396;0;14.0;5.1;0.0
01;2021-04-04;247;34;0;77835;28430;0;14.0;5.1;0.0
01;2021-04-05;1317;83;0;79152;28513;0;14.2;5.1;0.0
01;2021-04-06;2782;965;0;81934;29478;0;14.7;5.3;0.0
01;2021-04-07;2738;912;0;84672;30390;0;15.2;5.5;0.0
01;2021-04-08;3380;1206;0;88052;31596;0;15.8;5.7;0.0
01;2021-04-09;4033;1506;0;92085;33102;0;16.6;6.0;0.0
01;2021-04-10;1752;361;0;93837;33463;0;16.9;6.0;0.0
01;2021-04-11;156;109;0;93993;33572;0;16.9;6.0;0.0
01;2021-04-12;2728;1342;0;96721;34914;0;17.4;6.3;0.0
01;2021-04-13;2887;1548;0;99608;36462;0;17.9;6.6;0.0
01;2021-04-14;3037;1289;0;102645;37751;0;18.5;6.8;0.0
01;2021-04-15;3141;1552;0;105786;39303;0;19.0;7.1;0.0
01;2021-04-16;2982;1605;0;108768;40908;0;19.6;7.4;0.0
01;2021-04-17;1747;728;0;110515;41636;0;19.9;7.5;0.0
01;2021-04-18;166;61;0;110681;41697;0;19.9;7.5;0.0
01;2021-04-19;2240;1665;0;112921;43362;0;20.3;7.8;0.0
01;2021-04-20;2638;1669;0;115559;45031;0;20.8;8.1;0.0
01;2021-04-21;2728;1522;0;118287;46553;0;21.3;8.4;0.0
01;2021-04-22;2932;1768;0;121219;48321;0;21.8;8.7;0.0
01;2021-04-23;2861;1607;0;124080;49928;0;22.3;9.0;0.0
01;2021-04-24;1338;590;0;125418;50518;0;22.6;9.1;0.0
01;2021-04-25;142;31;0;125560;50549;0;22.6;9.1;0.0
01;2021-04-26;2116;1808;0;127676;52357;0;23.0;9.4;0.0
01;2021-04-27;2654;1657;0;130330;54014;0;23.4;9.7;0.0
01;2021-04-28;2645;1596;0;132975;55610;0;23.9;10.0;0.0
01;2021-04-29;2963;1886;0;135938;57496;0;24.5;10.3;0.0
01;2021-04-30;3281;2399;0;139219;59895;0;25.0;10.8;0.0
01;2021-05-01;1372;793;0;140591;60688;0;25.3;10.9;0.0
01;2021-05-02;673;297;0;141264;60985;0;25.4;11.0;0.0
01;2021-05-03;2574;2657;0;143838;63642;0;25.9;11.5;0.0
01;2021-05-04;2717;2815;0;146555;66457;0;26.4;12.0;0.0
01;2021-05-05;3089;2585;0;149644;69042;0;26.9;12.4;0.0
01;2021-05-06;3505;2733;0;153149;71775;0;27.6;12.9;0.0
01;2021-05-07;3635;2895;0;156784;74670;0;28.2;13.4;0.0
01;2021-05-08;1573;940;0;158357;75610;0;28.5;13.6;0.0
01;2021-05-09;1164;253;0;159521;75863;0;28.7;13.6;0.0
01;2021-05-10;2885;3072;0;162406;78935;0;29.2;14.2;0.0
01;2021-05-11;3999;3140;0;166405;82075;0;29.9;14.8;0.0
01;2021-05-12;4073;3115;0;170478;85190;0;30.7;15.3;0.0
01;2021-05-13;3538;1414;0;174016;86604;0;31.3;15.6;0.0
01;2021-05-14;4459;2401;0;178475;89005;0;32.1;16.0;0.0
01;2021-05-15;3042;1446;0;181517;90451;0;32.7;16.3;0.0
01;2021-05-16;1561;223;0;183078;90674;0;32.9;16.3;0.0
01;2021-05-17;3664;2591;0;186742;93265;0;33.6;16.8;0.0
01;2021-05-18;4287;2224;0;191029;95489;0;34.4;17.2;0.0
01;2021-05-19;4451;2069;0;195480;97558;0;35.2;17.6;0.0
01;2021-05-20;4566;2205;0;200046;99763;0;36.0;17.9;0.0
01;2021-05-21;4492;2377;0;204538;102140;0;36.8;18.4;0.0
01;2021-05-22;3201;1028;0;207739;103168;0;37.4;18.6;0.0
01;2021-05-23;1015;137;0;208754;103305;0;37.6;18.6;0.0
01;2021-05-24;2519;472;0;211273;103777;0;38.0;18.7;0.0
01;2021-05-25;3511;2565;0;214784;106342;0;38.6;19.1;0.0
01;2021-05-26;3623;2385;0;218407;108727;0;39.3;19.6;0.0
01;2021-05-27;3956;2332;0;222363;111059;0;40.0;20.0;0.0
01;2021-05-28;3729;2856;0;226092;113915;0;40.7;20.5;0.0
01;2021-05-29;2827;1526;0;228919;115441;0;41.2;20.8;0.0
01;2021-05-30;720;279;0;229639;115720;0;41.3;20.8;0.0
01;2021-05-31;2918;2560;0;232557;118280;0;41.8;21.3;0.0
01;2021-06-01;3322;2777;0;235879;121057;0;42.4;21.8;0.0
01;2021-06-02;3517;2366;0;239396;123423;0;43.1;22.2;0.0
01;2021-06-03;4104;2625;0;243500;126048;0;43.8;22.7;0.0
01;2021-06-04;4839;3577;0;248339;129625;0;44.7;23.3;0.0
01;2021-06-05;3439;1685;0;251778;131310;0;45.3;23.6;0.0
01;2021-06-06;1100;202;0;252878;131512;0;45.5;23.7;0.0
01;2021-06-07;3972;3069;0;256850;134581;0;46.2;24.2;0.0
01;2021-06-08;4463;3056;0;261313;137637;0;47.0;24.8;0.0
01;2021-06-09;3692;2681;0;265005;140318;0;47.7;25.2;0.0
01;2021-06-10;3651;2480;0;268656;142798;0;48.3;25.7;0.0
01;2021-06-11;4037;3708;0;272693;146506;0;49.1;26.4;0.0
01;2021-06-12;2812;2151;0;275505;148657;0;49.6;26.7;0.0
01;2021-06-13;545;613;0;276050;149270;0;49.7;26.9;0.0
01;2021-06-14;2673;3362;0;278723;152632;0;50.1;27.5;0.0
01;2021-06-15;2738;3640;0;281461;156272;0;50.6;28.1;0.0
01;2021-06-16;2948;3621;0;284409;159893;0;51.2;28.8;0.0
01;2021-06-17;2700;3675;0;287109;163568;0;51.7;29.4;0.0
01;2021-06-18;3286;4649;0;290395;168217;0;52.2;30.3;0.0
01;2021-06-19;2187;2641;0;292582;170858;0;52.6;30.7;0.0
01;2021-06-20;532;825;0;293114;171683;0;52.7;30.9;0.0
01;2021-06-21;2042;4048;0;295156;175731;0;53.1;31.6;0.0
01;2021-06-22;1882;4424;0;297038;180155;0;53.4;32.4;0.0
01;2021-06-23;1951;3987;0;298989;184142;0;53.8;33.1;0.0
01;2021-06-24;1896;4015;0;300885;188157;0;54.1;33.9;0.0
01;2021-06-25;2253;5060;0;303138;193217;0;54.5;34.8;0.0
01;2021-06-26;1338;3034;0;304476;196251;0;54.8;35.3;0.0
01;2021-06-27;357;854;0;304833;197105;0;54.8;35.5;0.0
01;2021-06-28;1541;4533;0;306374;201638;0;55.1;36.3;0.0
01;2021-06-29;1663;4420;0;308037;206058;0;55.4;37.1;0.0
01;2021-06-30;1715;4700;0;309752;210758;0;55.7;37.9;0.0
01;2021-07-01;1924;4455;0;311676;215213;0;56.1;38.7;0.0
01;2021-07-02;2087;5217;0;313763;220430;0;56.5;39.7;0.0
01;2021-07-03;1155;3443;0;314918;223873;0;56.7;40.3;0.0
01;2021-07-04;351;890;0;315269;224763;0;56.7;40.4;0.0
01;2021-07-05;1933;4465;0;317202;229228;0;57.1;41.2;0.0
01;2021-07-06;1556;4776;0;318758;234004;0;57.4;42.1;0.0
01;2021-07-07;2130;4051;0;320888;238055;0;57.7;42.8;0.0
01;2021-07-08;1920;3993;0;322808;242048;0;58.1;43.5;0.0
01;2021-07-09;2291;5016;0;325099;247064;0;58.5;44.5;0.0
01;2021-07-10;1307;3507;0;326406;250571;0;58.7;45.1;0.0
01;2021-07-11;408;751;0;326814;251322;0;58.8;45.2;0.0
01;2021-07-12;1799;4779;0;328613;256101;0;59.1;46.1;0.0
01;2021-07-13;2505;5170;0;331118;261271;0;59.6;47.0;0.0
01;2021-07-14;672;749;0;331790;262020;0;59.7;47.1;0.0
01;2021-07-15;3376;5234;0;335166;267254;0;60.3;48.1;0.0
01;2021-07-16;4203;5754;0;339369;273008;0;61.1;49.1;0.0
01;2021-07-17;2414;3529;0;341783;276537;0;61.5;49.8;0.0
01;2021-07-18;608;1117;0;342391;277654;0;61.6;50.0;0.0
01;2021-07-19;3125;4776;0;345516;282430;0;62.2;50.8;0.0
01;2021-07-20;3764;4765;0;349280;287195;0;62.8;51.7;0.0
01;2021-07-21;4282;4579;0;353562;291774;0;63.6;52.5;0.0
01;2021-07-22;4538;4327;0;358100;296101;0;64.4;53.3;0.0
01;2021-07-23;4460;5200;0;362560;301301;0;65.2;54.2;0.0
01;2021-07-24;2649;3183;0;365209;304484;0;65.7;54.8;0.0
01;2021-07-25;451;531;0;365660;305015;0;65.8;54.9;0.0
01;2021-07-26;3866;4016;0;369526;309031;0;66.5;55.6;0.0
01;2021-07-27;4625;3530;0;374151;312561;0;67.3;56.2;0.0
01;2021-07-28;4573;3389;0;378724;315950;0;68.1;56.8;0.0
01;2021-07-29;5174;3066;0;383898;319016;0;69.1;57.4;0.0
01;2021-07-30;5082;4060;0;388980;323076;0;70.0;58.1;0.0
01;2021-07-31;3596;2121;0;392576;325197;0;70.6;58.5;0.0
01;2021-08-01;822;407;0;393398;325604;0;70.8;58.6;0.0
01;2021-08-02;3669;3026;1;397067;328630;1;71.4;59.1;0.0
01;2021-08-03;3747;2881;0;400814;331511;1;72.1;59.6;0.0
01;2021-08-04;3436;2247;0;404250;333758;1;72.7;60.0;0.0
01;2021-08-05;2929;2787;0;407179;336545;1;73.3;60.6;0.0
01;2021-08-06;3289;3593;0;410468;340138;1;73.9;61.2;0.0
01;2021-08-07;1986;1877;0;412454;342015;1;74.2;61.5;0.0
01;2021-08-08;514;327;0;412968;342342;1;74.3;61.6;0.0
01;2021-08-09;1769;3158;0;414737;345500;1;74.6;62.2;0.0
01;2021-08-10;2057;2992;0;416794;348492;1;75.0;62.7;0.0
01;2021-08-11;1973;3029;0;418767;351521;1;75.3;63.2;0.0
01;2021-08-12;1962;3322;0;420729;354843;1;75.7;63.8;0.0
01;2021-08-13;2147;3389;0;422876;358232;1;76.1;64.5;0.0
01;2021-08-14;1453;2210;0;424329;360442;1;76.3;64.9;0.0
01;2021-08-15;98;259;0;424427;360701;1;76.4;64.9;0.0
01;2021-08-16;1295;3509;0;425722;364210;1;76.6;65.5;0.0
01;2021-08-17;1630;3171;0;427352;367381;1;76.9;66.1;0.0
01;2021-08-18;1385;3238;0;428737;370619;1;77.1;66.7;0.0
01;2021-08-19;1369;2831;0;430106;373450;1;77.4;67.2;0.0
01;2021-08-20;1604;4265;0;431710;377715;1;77.7;68.0;0.0
01;2021-08-21;847;2605;0;432557;380320;1;77.8;68.4;0.0
01;2021-08-22;90;125;0;432647;380445;1;77.8;68.4;0.0
01;2021-08-23;1179;3776;0;433826;384221;1;78.1;69.1;0.0
01;2021-08-24;1371;3846;0;435197;388067;1;78.3;69.8;0.0
01;2021-08-25;1224;3713;0;436421;391780;1;78.5;70.5;0.0
01;2021-08-26;1663;3301;0;438084;395081;1;78.8;71.1;0.0
01;2021-08-27;1634;4350;0;439718;399431;1;79.1;71.9;0.0
01;2021-08-28;926;2714;0;440644;402145;1;79.3;72.4;0.0
01;2021-08-29;75;484;0;440719;402629;1;79.3;72.4;0.0
01;2021-08-30;1241;3497;23;441960;406126;24;79.5;73.1;0.0
01;2021-08-31;1207;2702;63;443167;408828;87;79.7;73.6;0.0
01;2021-09-01;1221;2276;203;444388;411104;290;80.0;74.0;0.1
01;2021-09-02;993;1899;303;445381;413003;593;80.1;74.3;0.1
01;2021-09-03;1236;2716;253;446617;415719;846;80.4;74.8;0.2
01;2021-09-04;778;2184;87;447395;417903;933;80.5;75.2;0.2
01;2021-09-05;185;246;32;447580;418149;965;80.5;75.2;0.2
01;2021-09-06;680;1322;378;448260;419471;1343;80.7;75.5;0.2
01;2021-09-07;613;1267;255;448873;420738;1598;80.8;75.7;0.3
01;2021-09-08;867;1623;249;449740;422361;1847;80.9;76.0;0.3
01;2021-09-09;764;1220;206;450504;423581;2053;81.1;76.2;0.4
01;2021-09-10;1055;1794;357;451559;425375;2410;81.2;76.5;0.4
01;2021-09-11;686;1466;67;452245;426841;2477;81.4;76.8;0.4
01;2021-09-12;42;96;5;452287;426937;2482;81.4;76.8;0.4
01;2021-09-13;617;1178;352;452904;428115;2834;81.5;77.0;0.5
01;2021-09-14;619;1051;514;453523;429166;3348;81.6;77.2;0.6
01;2021-09-15;778;1530;458;454301;430696;3806;81.7;77.5;0.7
01;2021-09-16;564;986;480;454865;431682;4286;81.8;77.7;0.8
01;2021-09-17;728;1569;509;455593;433251;4795;82.0;78.0;0.9
01;2021-09-18;362;1219;56;455955;434470;4851;82.0;78.2;0.9
01;2021-09-19;47;104;16;456002;434574;4867;82.0;78.2;0.9
01;2021-09-20;363;716;503;456365;435290;5370;82.1;78.3;1.0
01;2021-09-21;409;807;694;456774;436097;6064;82.2;78.5;1.1
01;2021-09-22;366;1105;480;457140;437202;6544;82.2;78.7;1.2
01;2021-09-23;344;776;475;457484;437978;7019;82.3;78.8;1.3
01;2021-09-24;406;1075;410;457890;439053;7429;82.4;79.0;1.3
01;2021-09-25;277;967;83;458167;440020;7512;82.4;79.2;1.4
01;2021-09-26;19;115;3;458186;440135;7515;82.4;79.2;1.4
01;2021-09-27;196;603;202;458382;440738;7717;82.5;79.3;1.4
01;2021-09-28;319;1141;548;458701;441879;8265;82.5;79.5;1.5
01;2021-09-29;450;1329;457;459151;443208;8722;82.6;79.7;1.6
01;2021-09-30;374;809;446;459525;444017;9168;82.7;79.9;1.6
01;2021-10-01;549;1200;520;460074;445217;9688;82.8;80.1;1.7
01;2021-10-02;414;1239;178;460488;446456;9866;82.9;80.3;1.8
01;2021-10-03;27;62;13;460515;446518;9879;82.9;80.3;1.8
01;2021-10-04;232;566;380;460747;447084;10259;82.9;80.4;1.8
01;2021-10-05;247;546;548;460994;447630;10807;82.9;80.5;1.9
01;2021-10-06;402;802;499;461396;448432;11306;83.0;80.7;2.0
01;2021-10-07;235;514;507;461631;448946;11813;83.1;80.8;2.1
01;2021-10-08;391;775;588;462022;449721;12401;83.1;80.9;2.2
01;2021-10-09;343;676;269;462365;450397;12670;83.2;81.0;2.3
01;2021-10-10;12;28;2;462377;450425;12672;83.2;81.0;2.3
01;2021-10-11;208;478;541;462585;450903;13213;83.2;81.1;2.4
01;2021-10-12;204;390;540;462789;451293;13753;83.3;81.2;2.5
01;2021-10-13;370;589;818;463159;451882;14571;83.3;81.3;2.6
01;2021-10-14;191;578;509;463350;452460;15080;83.4;81.4;2.7
01;2021-10-15;387;561;764;463737;453021;15844;83.4;81.5;2.9
01;2021-10-16;293;446;318;464030;453467;16162;83.5;81.6;2.9
01;2021-10-17;10;30;1;464040;453497;16163;83.5;81.6;2.9
01;2021-10-18;171;264;662;464211;453761;16825;83.5;81.6;3.0
01;2021-10-19;129;301;635;464340;454062;17460;83.5;81.7;3.1
01;2021-10-20;231;474;932;464571;454536;18392;83.6;81.8;3.3
01;2021-10-21;105;376;623;464676;454912;19015;83.6;81.8;3.4
01;2021-10-22;166;540;766;464842;455452;19781;83.6;81.9;3.6
01;2021-10-23;113;463;375;464955;455915;20156;83.7;82.0;3.6
01;2021-10-24;5;7;8;464960;455922;20164;83.7;82.0;3.6
01;2021-10-25;146;242;781;465106;456164;20945;83.7;82.1;3.8
01;2021-10-26;96;186;643;465202;456350;21588;83.7;82.1;3.9
01;2021-10-27;190;393;908;465392;456743;22496;83.7;82.2;4.0
01;2021-10-28;95;173;599;465487;456916;23095;83.8;82.2;4.2
01;2021-10-29;144;315;899;465631;457231;23994;83.8;82.3;4.3
01;2021-10-30;100;346;470;465731;457577;24464;83.8;82.3;4.4
01;2021-10-31;3;11;12;465734;457588;24476;83.8;82.3;4.4
01;2021-11-01;17;12;7;465751;457600;24483;83.8;82.3;4.4
01;2021-11-02;68;184;636;465819;457784;25119;83.8;82.4;4.5
01;2021-11-03;169;391;1308;465988;458175;26427;83.8;82.4;4.8
01;2021-11-04;94;152;817;466082;458327;27244;83.9;82.5;4.9
01;2021-11-05;152;311;1126;466234;458638;28370;83.9;82.5;5.1
01;2021-11-06;90;297;684;466324;458935;29054;83.9;82.6;5.2
01;2021-11-07;1;14;8;466325;458949;29062;83.9;82.6;5.2
01;2021-11-08;99;228;1381;466424;459177;30443;83.9;82.6;5.5
01;2021-11-09;83;192;1300;466507;459369;31743;83.9;82.6;5.7
01;2021-11-10;192;303;1958;466699;459672;33701;84.0;82.7;6.1
01;2021-11-11;10;11;49;466709;459683;33750;84.0;82.7;6.1
01;2021-11-12;107;203;1528;466816;459886;35278;84.0;82.7;6.3
01;2021-11-13;139;163;1116;466955;460049;36394;84.0;82.8;6.5
01;2021-11-14;6;12;18;466961;460061;36412;84.0;82.8;6.6
01;2021-11-15;83;119;1674;467044;460180;38086;84.0;82.8;6.9
01;2021-11-16;90;158;1732;467134;460338;39818;84.0;82.8;7.2
01;2021-11-17;158;279;2385;467292;460617;42203;84.1;82.9;7.6
01;2021-11-18;95;140;1723;467387;460757;43926;84.1;82.9;7.9
01;2021-11-19;152;245;2263;467539;461002;46189;84.1;82.9;8.3
01;2021-11-20;160;152;1295;467699;461154;47484;84.1;83.0;8.5
01;2021-11-21;4;20;12;467703;461174;47496;84.1;83.0;8.5
01;2021-11-22;76;132;2140;467779;461306;49636;84.2;83.0;8.9
01;2021-11-23;112;113;2261;467891;461419;51897;84.2;83.0;9.3
01;2021-11-24;233;250;2820;468124;461669;54717;84.2;83.1;9.8
01;2021-11-25;100;120;2330;468224;461789;57047;84.2;83.1;10.3
01;2021-11-26;158;183;3633;468382;461972;60680;84.3;83.1;10.9
01;2021-11-27;171;192;2277;468553;462164;62957;84.3;83.2;11.3
01;2021-11-28;4;8;500;468557;462172;63457;84.3;83.2;11.4
01;2021-11-29;90;144;3984;468647;462316;67441;84.3;83.2;12.1
01;2021-11-30;87;118;3864;468734;462434;71305;84.3;83.2;12.8
01;2021-12-01;88;171;3441;468822;462605;74746;84.4;83.2;13.4
01;2021-12-02;89;109;4393;468911;462714;79139;84.4;83.3;14.2
01;2021-12-03;118;186;5643;469029;462900;84782;84.4;83.3;15.3
01;2021-12-04;85;175;3014;469114;463075;87796;84.4;83.3;15.8
01;2021-12-05;17;18;1044;469131;463093;88840;84.4;83.3;16.0
01;2021-12-06;89;132;5181;469220;463225;94021;84.4;83.3;16.9
01;2021-12-07;125;150;6717;469345;463375;100738;84.4;83.4;18.1
01;2021-12-08;105;211;5290;469450;463586;106028;84.5;83.4;19.1
01;2021-12-09;98;123;6121;469548;463709;112149;84.5;83.4;20.2
01;2021-12-10;136;203;7088;469684;463912;119237;84.5;83.5;21.5
01;2021-12-11;85;152;3755;469769;464064;122992;84.5;83.5;22.1
01;2021-12-12;15;19;1057;469784;464083;124049;84.5;83.5;22.3
01;2021-12-13;89;136;7074;469873;464219;131123;84.5;83.5;23.6
01;2021-12-14;135;195;8674;470008;464414;139797;84.6;83.6;25.2
01;2021-12-15;125;225;7652;470133;464639;147449;84.6;83.6;26.5
01;2021-12-16;117;148;8263;470250;464787;155712;84.6;83.6;28.0
01;2021-12-17;131;226;8656;470381;465013;164368;84.6;83.7;29.6
01;2021-12-18;132;187;4730;470513;465200;169098;84.7;83.7;30.4
01;2021-12-19;21;40;1696;470534;465240;170794;84.7;83.7;30.7
01;2021-12-20;154;180;6826;470688;465420;177620;84.7;83.7;32.0
01;2021-12-21;183;169;7090;470871;465589;184710;84.7;83.8;33.2
01;2021-12-22;161;176;5846;471032;465765;190556;84.7;83.8;34.3
01;2021-12-23;153;132;4411;471185;465897;194967;84.8;83.8;35.1
01;2021-12-24;33;42;983;471218;465939;195950;84.8;83.8;35.3
01;2021-12-25;0;6;43;471218;465945;195993;84.8;83.8;35.3
01;2021-12-26;17;10;531;471235;465955;196524;84.8;83.8;35.4
01;2021-12-27;97;141;4227;471332;466096;200751;84.8;83.9;36.1
01;2021-12-28;133;154;5442;471465;466250;206193;84.8;83.9;37.1
01;2021-12-29;114;121;5120;471579;466371;211313;84.8;83.9;38.0
01;2021-12-30;122;129;4857;471701;466500;216170;84.9;83.9;38.9
01;2021-12-31;56;60;1341;471757;466560;217511;84.9;83.9;39.1
01;2022-01-01;1;4;46;471758;466564;217557;84.9;83.9;39.1
01;2022-01-02;18;17;726;471776;466581;218283;84.9;83.9;39.3
01;2022-01-03;135;173;5278;471911;466754;223561;84.9;84.0;40.2
01;2022-01-04;143;186;6732;472054;466940;230293;84.9;84.0;41.4
01;2022-01-05;216;197;5481;472270;467137;235774;85.0;84.0;42.4
01;2022-01-06;173;182;6711;472443;467319;242485;85.0;84.1;43.6
01;2022-01-07;194;203;6836;472637;467522;249321;85.0;84.1;44.9
01;2022-01-08;150;125;3707;472787;467647;253028;85.1;84.1;45.5
01;2022-01-09;54;49;1796;472841;467696;254824;85.1;84.1;45.8
02;2020-12-27;1;0;0;1;0;0;0.0;0.0;0.0
02;2020-12-28;0;0;0;1;0;0;0.0;0.0;0.0
02;2020-12-29;0;0;0;1;0;0;0.0;0.0;0.0
02;2020-12-30;0;0;0;1;0;0;0.0;0.0;0.0
02;2020-12-31;0;0;0;1;0;0;0.0;0.0;0.0
02;2021-01-01;0;0;0;1;0;0;0.0;0.0;0.0
02;2021-01-02;0;0;0;1;0;0;0.0;0.0;0.0
